x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392
0.0 + 0.0im,10.0 + 0.0im,11.0 + 0.0im,12.0 + 0.0im,13.0 + 0.0im,14.0 + 0.0im,15.0 + 0.0im,16.0 + 0.0im,17.0 + 0.0im,18.0 + 0.0im,19.0 + 0.0im,20.0 + 0.0im,21.0 + 0.0im,22.0 + 0.0im,23.0 + 0.0im,24.0 + 0.0im,25.0 + 0.0im,26.0 + 0.0im,27.0 + 0.0im,28.0 + 0.0im,29.0 + 0.0im,30.0 + 0.0im,31.0 + 0.0im,32.0 + 0.0im,33.0 + 0.0im,34.0 + 0.0im,35.0 + 0.0im,36.0 + 0.0im,37.0 + 0.0im,38.0 + 0.0im,39.0 + 0.0im,40.0 + 0.0im,41.0 + 0.0im,42.0 + 0.0im,43.0 + 0.0im,44.0 + 0.0im,45.0 + 0.0im,46.0 + 0.0im,47.0 + 0.0im,48.0 + 0.0im,49.0 + 0.0im,50.0 + 0.0im,51.0 + 0.0im,52.0 + 0.0im,53.0 + 0.0im,54.0 + 0.0im,55.0 + 0.0im,56.0 + 0.0im,57.0 + 0.0im,58.0 + 0.0im,59.0 + 0.0im,60.0 + 0.0im,61.0 + 0.0im,62.0 + 0.0im,63.0 + 0.0im,64.0 + 0.0im,65.0 + 0.0im,66.0 + 0.0im,67.0 + 0.0im,68.0 + 0.0im,69.0 + 0.0im,70.0 + 0.0im,71.0 + 0.0im,72.0 + 0.0im,73.0 + 0.0im,74.0 + 0.0im,75.0 + 0.0im,76.0 + 0.0im,77.0 + 0.0im,78.0 + 0.0im,79.0 + 0.0im,80.0 + 0.0im,81.0 + 0.0im,82.0 + 0.0im,83.0 + 0.0im,84.0 + 0.0im,85.0 + 0.0im,86.0 + 0.0im,87.0 + 0.0im,88.0 + 0.0im,89.0 + 0.0im,90.0 + 0.0im,91.0 + 0.0im,92.0 + 0.0im,93.0 + 0.0im,94.0 + 0.0im,95.0 + 0.0im,96.0 + 0.0im,97.0 + 0.0im,98.0 + 0.0im,99.0 + 0.0im,100.0 + 0.0im,101.0 + 0.0im,102.0 + 0.0im,103.0 + 0.0im,104.0 + 0.0im,105.0 + 0.0im,106.0 + 0.0im,107.0 + 0.0im,108.0 + 0.0im,109.0 + 0.0im,110.0 + 0.0im,111.0 + 0.0im,112.0 + 0.0im,113.0 + 0.0im,114.0 + 0.0im,115.0 + 0.0im,116.0 + 0.0im,117.0 + 0.0im,118.0 + 0.0im,119.0 + 0.0im,120.0 + 0.0im,121.0 + 0.0im,122.0 + 0.0im,123.0 + 0.0im,124.0 + 0.0im,125.0 + 0.0im,126.0 + 0.0im,127.0 + 0.0im,128.0 + 0.0im,129.0 + 0.0im,130.0 + 0.0im,131.0 + 0.0im,132.0 + 0.0im,133.0 + 0.0im,134.0 + 0.0im,135.0 + 0.0im,136.0 + 0.0im,137.0 + 0.0im,138.0 + 0.0im,139.0 + 0.0im,140.0 + 0.0im,141.0 + 0.0im,142.0 + 0.0im,143.0 + 0.0im,144.0 + 0.0im,145.0 + 0.0im,146.0 + 0.0im,147.0 + 0.0im,148.0 + 0.0im,149.0 + 0.0im,150.0 + 0.0im,151.0 + 0.0im,152.0 + 0.0im,153.0 + 0.0im,154.0 + 0.0im,155.0 + 0.0im,156.0 + 0.0im,157.0 + 0.0im,158.0 + 0.0im,159.0 + 0.0im,160.0 + 0.0im,161.0 + 0.0im,162.0 + 0.0im,163.0 + 0.0im,164.0 + 0.0im,165.0 + 0.0im,166.0 + 0.0im,167.0 + 0.0im,168.0 + 0.0im,169.0 + 0.0im,170.0 + 0.0im,171.0 + 0.0im,172.0 + 0.0im,173.0 + 0.0im,174.0 + 0.0im,175.0 + 0.0im,176.0 + 0.0im,177.0 + 0.0im,178.0 + 0.0im,179.0 + 0.0im,180.0 + 0.0im,181.0 + 0.0im,182.0 + 0.0im,183.0 + 0.0im,184.0 + 0.0im,185.0 + 0.0im,186.0 + 0.0im,187.0 + 0.0im,188.0 + 0.0im,189.0 + 0.0im,190.0 + 0.0im,191.0 + 0.0im,192.0 + 0.0im,193.0 + 0.0im,194.0 + 0.0im,195.0 + 0.0im,196.0 + 0.0im,197.0 + 0.0im,198.0 + 0.0im,199.0 + 0.0im,200.0 + 0.0im,201.0 + 0.0im,202.0 + 0.0im,203.0 + 0.0im,204.0 + 0.0im,205.0 + 0.0im,206.0 + 0.0im,207.0 + 0.0im,208.0 + 0.0im,209.0 + 0.0im,210.0 + 0.0im,211.0 + 0.0im,212.0 + 0.0im,213.0 + 0.0im,214.0 + 0.0im,215.0 + 0.0im,216.0 + 0.0im,217.0 + 0.0im,218.0 + 0.0im,219.0 + 0.0im,220.0 + 0.0im,221.0 + 0.0im,222.0 + 0.0im,223.0 + 0.0im,224.0 + 0.0im,225.0 + 0.0im,226.0 + 0.0im,227.0 + 0.0im,228.0 + 0.0im,229.0 + 0.0im,230.0 + 0.0im,231.0 + 0.0im,232.0 + 0.0im,233.0 + 0.0im,234.0 + 0.0im,235.0 + 0.0im,236.0 + 0.0im,237.0 + 0.0im,238.0 + 0.0im,239.0 + 0.0im,240.0 + 0.0im,241.0 + 0.0im,242.0 + 0.0im,243.0 + 0.0im,244.0 + 0.0im,245.0 + 0.0im,246.0 + 0.0im,247.0 + 0.0im,248.0 + 0.0im,249.0 + 0.0im,250.0 + 0.0im,251.0 + 0.0im,252.0 + 0.0im,253.0 + 0.0im,254.0 + 0.0im,255.0 + 0.0im,256.0 + 0.0im,257.0 + 0.0im,258.0 + 0.0im,259.0 + 0.0im,260.0 + 0.0im,261.0 + 0.0im,262.0 + 0.0im,263.0 + 0.0im,264.0 + 0.0im,265.0 + 0.0im,266.0 + 0.0im,267.0 + 0.0im,268.0 + 0.0im,269.0 + 0.0im,270.0 + 0.0im,271.0 + 0.0im,272.0 + 0.0im,273.0 + 0.0im,274.0 + 0.0im,275.0 + 0.0im,276.0 + 0.0im,277.0 + 0.0im,278.0 + 0.0im,279.0 + 0.0im,280.0 + 0.0im,281.0 + 0.0im,282.0 + 0.0im,283.0 + 0.0im,284.0 + 0.0im,285.0 + 0.0im,286.0 + 0.0im,287.0 + 0.0im,288.0 + 0.0im,289.0 + 0.0im,290.0 + 0.0im,291.0 + 0.0im,292.0 + 0.0im,293.0 + 0.0im,294.0 + 0.0im,295.0 + 0.0im,296.0 + 0.0im,297.0 + 0.0im,298.0 + 0.0im,299.0 + 0.0im,300.0 + 0.0im,301.0 + 0.0im,302.0 + 0.0im,303.0 + 0.0im,304.0 + 0.0im,305.0 + 0.0im,306.0 + 0.0im,307.0 + 0.0im,308.0 + 0.0im,309.0 + 0.0im,310.0 + 0.0im,311.0 + 0.0im,312.0 + 0.0im,313.0 + 0.0im,314.0 + 0.0im,315.0 + 0.0im,316.0 + 0.0im,317.0 + 0.0im,318.0 + 0.0im,319.0 + 0.0im,320.0 + 0.0im,321.0 + 0.0im,322.0 + 0.0im,323.0 + 0.0im,324.0 + 0.0im,325.0 + 0.0im,326.0 + 0.0im,327.0 + 0.0im,328.0 + 0.0im,329.0 + 0.0im,330.0 + 0.0im,331.0 + 0.0im,332.0 + 0.0im,333.0 + 0.0im,334.0 + 0.0im,335.0 + 0.0im,336.0 + 0.0im,337.0 + 0.0im,338.0 + 0.0im,339.0 + 0.0im,340.0 + 0.0im,341.0 + 0.0im,342.0 + 0.0im,343.0 + 0.0im,344.0 + 0.0im,345.0 + 0.0im,346.0 + 0.0im,347.0 + 0.0im,348.0 + 0.0im,349.0 + 0.0im,350.0 + 0.0im,351.0 + 0.0im,352.0 + 0.0im,353.0 + 0.0im,354.0 + 0.0im,355.0 + 0.0im,356.0 + 0.0im,357.0 + 0.0im,358.0 + 0.0im,359.0 + 0.0im,360.0 + 0.0im,361.0 + 0.0im,362.0 + 0.0im,363.0 + 0.0im,364.0 + 0.0im,365.0 + 0.0im,366.0 + 0.0im,367.0 + 0.0im,368.0 + 0.0im,369.0 + 0.0im,370.0 + 0.0im,371.0 + 0.0im,372.0 + 0.0im,373.0 + 0.0im,374.0 + 0.0im,375.0 + 0.0im,376.0 + 0.0im,377.0 + 0.0im,378.0 + 0.0im,379.0 + 0.0im,380.0 + 0.0im,381.0 + 0.0im,382.0 + 0.0im,383.0 + 0.0im,384.0 + 0.0im,385.0 + 0.0im,386.0 + 0.0im,387.0 + 0.0im,388.0 + 0.0im,389.0 + 0.0im,390.0 + 0.0im,391.0 + 0.0im,392.0 + 0.0im,393.0 + 0.0im,394.0 + 0.0im,395.0 + 0.0im,396.0 + 0.0im,397.0 + 0.0im,398.0 + 0.0im,399.0 + 0.0im,400.0 + 0.0im
0.01 + 0.0im,6.123560350664753 - 454.0796757486933im,12.793356642070409 - 431.4563343453122im,23.06767991529398 - 408.65655960033456im,37.12268605966677 - 385.5670189100863im,54.55693003729046 - 361.64493733230006im,74.33310619204636 - 336.0420749202974im,94.79016041431068 - 307.95222485176686im,113.83193889359394 - 277.07225791318285im,129.3662113750459 - 243.95055570051161im,139.87899310324934 - 209.97832661649184im,144.84532449043397 - 176.9729527939668im,144.73836608511945 - 146.59348505464078im,140.681040470999 - 119.92269966759483im,133.99395677564405 - 97.36842975115444im,125.86147704918838 - 78.80581472397449im,117.18198229245732 - 63.79961580031573im,108.55616756314603 - 51.79439172291382im,100.34164371050375 - 42.23562662869666im,92.72280362329805 - 34.62983242407441im,85.7716714915592 - 28.56482281356875im,79.49288250542665 - 23.708779991701288im,73.85393279207491 - 19.80021975741688im,68.80424417805465 - 16.635467378581907im,64.28655665419615 - 14.056726164725248im,60.243372411186925 - 11.941896589875078im,56.6203442906413 - 10.196361663326641im,53.367844474667024 - 8.746560490071284im,50.44148892253527 - 7.535049155193882im,47.80209060828976 - 6.516736653606634im,45.41532232377636 - 5.656028777142928im,43.251252827317956 - 4.92466489794143im,41.28384660118837 - 4.300073078705418im,39.49047736979494 - 3.7641184345113143im,37.851478453925886 - 3.302145769639546im,36.34973998361047 - 2.9022446515441973im,34.970355487484355 - 2.5546812386913196im,33.70031445673248 - 2.2514580674535427im,32.52823789435363 - 1.9859701947846755im,31.44415165235397 - 1.752735588069399im,30.439292426036335 - 1.5471823654207264im,29.50594254912119 - 1.365480067741405im,28.637288318285997 - 1.2044054234307062im,27.827299824152664 - 1.061234524300291im,27.07062799848339 - 0.9336561096947854im,26.362515991956286 - 0.819701399803597im,25.698724132373286 - 0.717687177547469im,25.075464700562073 - 0.6261692146051416im,24.48934612974308 - 0.5439040394752909im,23.937325294644943 - 0.46981757146718844im,23.416665491206178 - 0.4029790363770229im,22.924900612871603 - 0.3425794936132801im,22.459803867748114 - 0.28791377286527536im,22.019360685095226 - 0.2383654880346844im,21.601748397357024 - 0.19339410511145502im,21.20530133577759 - 0.15252565447680047im,20.828511942449918 - 0.11534176948498773im,20.470011259254882 - 0.08147268446285476im,20.128541116539676 - 0.050591931149660305im,19.80295397679338 - 0.02240957164193232im,19.492198782129833 + 0.0033320243126087083im,19.195311657936973 + 0.026862369562030492im,18.911407117368245 + 0.048386273861627305im,18.639670610215465 + 0.06808688074109037im,18.379351770945245 + 0.08612829718711704im,18.129758434969453 + 0.10265775357677955im,17.890251274808563 + 0.11780762285360373im,17.660238874850815 + 0.131697128436803im,17.4391737801146 + 0.14443376655247214im,17.226548149980108 + 0.1561146603788562im,17.02189090142175 + 0.16682767266686235im,16.824763931986617 + 0.1766523765292487im,16.63475981603234 + 0.1856610086917067im,16.451499184110535 + 0.193919206633013im,16.274628162841584 + 0.20148662266311865im,16.10381655668315 + 0.2084176467856893im,15.93875590716792 + 0.21476185725825997im,15.779157700686262 + 0.22056452309887203im,15.624751870460024 + 0.2258670504744667im,15.475285532253114 + 0.23070731662232966im,15.330521367942922 + 0.23512000798344487im,15.190236745044103 + 0.2391369092388395im,15.054222500928699 + 0.24278732052873367im,14.922282020454247 + 0.24609805519114133im,14.794232550432717 + 0.24909383504412858im,14.669892770154258 + 0.25179733099485196im,14.54910568134611 + 0.2542295875956802im,14.43171623385554 + 0.25640991290081205im,14.317571402874378 + 0.2583561229713744im,14.206539304551416 + 0.26008473568528667im,14.098489379680158 + 0.2616109550510319im,13.993295967495031 + 0.2629489524315736im,13.890845076536012 + 0.2641117801945588im,13.791019781951679 + 0.2651115188881474im,13.693721564732614 + 0.26595941313525456im,13.598848854502043 + 0.2666658800673789im,13.506315441946146 + 0.26724062994649633im,13.416007384987807 + 0.2676926081058578im,13.327863922639153 + 0.2680302090836613im,13.241796077913753 + 0.2682611607509493im,13.157733804947332 + 0.268392789613356im,13.075582966825069 + 0.2684318116483069im,12.995304214700832 + 0.2683844896198534im,12.916795828799634 + 0.26825673663329486im,12.840031564694106 + 0.26805395802959786im,12.764915201610465 + 0.26778134685769817im,12.691415546016842 + 0.2674435947116745im,12.619468788187426 + 0.26704519185768805im,12.549022348373207 + 0.2665902931095262im,12.480026019075405 + 0.2660828039287176im,12.41244274406901 + 0.26552633068103176im,12.34619388707709 + 0.2649244005320109im,12.28126711344062 + 0.26428008449590273im,12.217612475269698 + 0.2635964094656902im,12.155199079532068 + 0.26287611994819876im,12.093966253559929 + 0.26212195109218767im,12.033873232210516 + 0.26133638983106394im,11.974912368932477 + 0.2605216178130421im,11.917046526548926 + 0.2596797905974341im,11.860224999222634 + 0.2588130520541999im,11.804416420942198 + 0.25792330572981575im,11.749597378969723 + 0.2570123113960331im,11.695746983953919 + 0.256081695104927im,11.642830547238795 + 0.2551330769171315im,11.590829041442845 + 0.2541679040717883im,11.539693714204798 + 0.2531877124052371im,11.489422865673081 + 0.25219366341996763im,11.43999051458068 + 0.2511869917555763im,11.391369305655223 + 0.2501688899762904im,11.343526494738615 + 0.2491405293386205im,11.29644368810193 + 0.2481029104008105im,11.250127682488065 + 0.24705679308827608im,11.20451555316838 + 0.24600340661200792im,11.159631713088963 + 0.24494325628840244im,11.1154238531341 + 0.24387744557682517im,11.071895814105108 + 0.24280649298258358im,11.02900345163717 + 0.24173138513260614im,10.986774492006457 + 0.24065234400375882im,10.945151233044776 + 0.23957046687607852im,10.904133309359418 + 0.23848610171630033im,10.863708522697623 + 0.2373998408390954im,10.82386737067918 + 0.2363121359878606im,10.784574835868362 + 0.23522364887260044im,10.74583956825045 + 0.23413466471633718im,10.707638847421917 + 0.23304571341550928im,10.669962596035319 + 0.2319571487005898im,10.6327902620166 + 0.2308694160689756im,10.596124135470733 + 0.22978279547509153im,10.559955074766389 + 0.22869757014329778im,10.52425323243198 + 0.22761421295748865im,10.489014860109714 + 0.2265329563568259im,10.45424313536006 + 0.2254539963894588im,10.419901536641811 + 0.224377780219496im,10.386002240178666 + 0.2233043779811319im,10.352520270022895 + 0.22223413535046083im,10.319474226305068 + 0.2211670487431525im,10.28681460145028 + 0.22010363618792392im,10.254564735828964 + 0.21904383803532923im,10.22271202259187 + 0.21798783690230203im,10.19123718830819 + 0.21693590137827967im,10.160138605131923 + 0.2158881470865971im,10.129395801727208 + 0.21484475613309822im,10.099027913239956 + 0.21380570817273709im,10.069002485533828 + 0.21277130514657724im,10.039325857910042 + 0.21174150749881646im,10.0099679664829 + 0.21071671333763425im,9.98096082492442 + 0.20969658968827315im,9.952270810586246 + 0.20868149028286107im,9.923907796837756 + 0.20767137438721037im,9.895847377581507 + 0.20666643751018582im,9.868102414004115 + 0.20566661550961174im,9.840654626303916 + 0.20467206411345812im,9.81350092331747 + 0.20368280542924636im,9.786626905043235 + 0.20269898626850683im,9.760057043997369 + 0.20172038160836303im,9.733748204099854 + 0.20074737445465826im,9.707714565003057 + 0.19977980785752156im,9.681945771985422 + 0.1988177877800211im,9.65644981753305 + 0.19786119390750104im,9.63121462802193 + 0.19691014452315775im,9.606224587256714 + 0.1959647472205855im,9.581479143367224 + 0.19502499402601617im,9.556990241831146 + 0.19409073102728344im,9.532740857571946 + 0.19316210566746275im,9.508723856300403 + 0.1922391358625914im,9.484943225973666 + 0.191321761986325im,9.461390555476765 + 0.19041001808585312im,9.43805645108071 + 0.1895039590966457im,9.414947228555864 + 0.18860347558448476im,9.392056626084551 + 0.1877086380255284im,9.369371591621807 + 0.18681945468213057im,9.346904690644932 + 0.18593582143018325im,9.324644159682729 + 0.18505776614456282im,9.302574510007208 + 0.18418543328005982im,9.280721929517474 + 0.18331851154911044im,9.259050678848336 + 0.1824572918943816im,9.237574829537275 + 0.18160157944068417im,9.216295896597874 + 0.18075135181461272im,9.195200868404028 + 0.17990664323460998im,9.174287131260446 + 0.179067454152101im,9.153563810582334 + 0.17823364341889766im,9.13301512147455 + 0.17740530789100023im,9.112641747581394 + 0.17658239913044232im,9.092446585948503 + 0.1757648265851067im,9.072402285596528 + 0.17495281744121502im,9.052539374937515 + 0.1741460214666687im,9.032852424444362 + 0.17334445478561913im,9.013310628291709 + 0.1725483164428446im,8.993937664740574 + 0.17175737342996086im,8.97472703307317 + 0.17097162473950203im,8.95566681761377 + 0.17019114063102547im,8.936761521626751 + 0.16941581218572388im,8.917993065554523 + 0.16864577777860398im,8.899390345382939 + 0.16788068857779556im,8.88093005936894 + 0.16712073342298184im,8.862615436003775 + 0.16636582873121808im,8.84444453186934 + 0.16561592740996053im,8.826413018605884 + 0.16487105823164655im,8.808529305973234 + 0.16413103055271933im,8.790767424594925 + 0.16339608736687744im,8.773148571556403 + 0.16266596339575912im,8.755668591628568 + 0.16194064966733945im,8.73830453778043 + 0.16122013412317293im,8.721071963964958 + 0.16050475566083724im,8.703975500418089 + 0.15979385976449828im,8.686995971039481 + 0.15908779833704684im,8.67015429354025 + 0.15838635903272272im,8.653428793110168 + 0.15768958867577682im,8.636816860799625 + 0.1569975312202347im,8.620337471109291 + 0.15631000656725952im,8.603977372053516 + 0.15562696974485432im,8.587719854468213 + 0.15494861955726455im,8.571589815615047 + 0.15427467970489334im,8.55555860998241 + 0.1536053298025661im,8.539652122319378 + 0.15294030245646964im,8.52385047586541 + 0.15227973442282916im,8.508169188891387 + 0.15162340212371403im,8.492576398264477 + 0.15097163869565045im,8.477098797150456 + 0.1503240834077131im,8.46173222224292 + 0.14968084559729702im,8.446463087912928 + 0.14904169348632626im,8.431300554788997 + 0.14840685268551887im,8.416238088746027 + 0.14777615413190523im,8.40127084471789 + 0.1471496689179008im,8.386405239041625 + 0.14652727490666465im,8.371636847930441 + 0.14590896074030849im,8.356969914874453 + 0.14529465911106018im,8.342395255417577 + 0.14468439756028673im,8.32791449832719 + 0.1440781366493509im,8.313524888731909 + 0.14347586501800927im,8.299230790777969 + 0.14287744431360588im,8.285026293104899 + 0.14228297327322376im,8.270912781645427 + 0.14169237314467478im,8.25688998841333 + 0.1411055019046494im,8.24294873933968 + 0.14052255949837775im,8.229099649889635 + 0.1399433301958149im,8.215343412481593 + 0.13936778217829587im,8.201654842992227 + 0.13879611523642774im,8.1880606315068 + 0.13822804415600956im,8.174545674142417 + 0.13766363780141808im,8.161118206344193 + 0.1371028191524506im,8.14776782251822 + 0.13654565906111055im,8.134502360612197 + 0.13599201189770296im,8.121308042552611 + 0.1354420111110839im,8.108195704900924 + 0.13489543749429844im,8.095163588397252 + 0.13435232289687324im,8.082206274238478 + 0.1338127458135288im,8.06932847371914 + 0.1332765294295329im,8.056523359540552 + 0.13274375700117613im,8.043791873649722 + 0.1322143733918566im,8.0311316029388 + 0.13168833290157422im,8.018546455816915 + 0.13116559220690852im,8.006036175452996 + 0.13064614569539904im,7.9935950653915615 + 0.1301299965356828im,7.981227488779306 + 0.12961702281004348im,7.968924588487532 + 0.12910732865263627im,7.9566913202135074 + 0.12860086478197796im,7.9445283929221695 + 0.12809747646385458im,7.932436508786213 + 0.12759720307669928im,7.9204060186429865 + 0.1271001610903182im,7.9084496094229095 + 0.12660616230746669im,7.896552276298051 + 0.12611532608673034im,7.88471824526899 + 0.12562730594019414im,7.872958083667532 + 0.1251423872240927im,7.861250195315553 + 0.12466055238231952im,7.849612354583166 + 0.12418161575259491im,7.838031271543268 + 0.12370569543005801im,7.826517568063577 + 0.1232326205501064im,7.815062026205725 + 0.12276248992644725im,7.803669149868169 + 0.12229518625184459im,7.792338999792882 + 0.12183077217892833im,7.781063325223223 + 0.12136921021036454im,7.769852074815676 + 0.12091053788884382im,7.758693701227624 + 0.12045443052604733im,7.747598233581713 + 0.1200011749547691im,7.736554062365174 + 0.11955058920200332im,7.725568803938767 + 0.11910294317467401im,7.714647477829161 + 0.1186578209144999im,7.703772396314962 + 0.11821555186199735im,7.692952420953798 + 0.11777574097738548im,7.682191708274968 + 0.11733862789030132im,7.671485894359725 + 0.11690409515502531im,7.660826419267019 + 0.11647227324962604im,7.65022624734245 + 0.11604294034011753im,7.63968056321794 + 0.11561614543081906im,7.629187969575443 + 0.11519188469872473im,7.618736587516926 + 0.11477021316062902im,7.608343007624785 + 0.11435100122090681im,7.598002632542732 + 0.11393423586477548im,7.587708501216121 + 0.11351995206122212im,7.577470767430145 + 0.11310804054252256im,7.567275474185517 + 0.11269862991032001im,7.557130971821025 + 0.11229160313821612im,7.547035880369296 + 0.11188703809338113im,7.53698875406493 + 0.11148461958529002im,7.526989791950763 + 0.11108467206411765im,7.517039113886224 + 0.11068690935172025im,7.507134988568014 + 0.11029167273735652im,7.497275243597473 + 0.10989865350868891im,7.4874640652940965 + 0.10950787770274022im,7.477698896199167 + 0.10911933985241695im,7.467977059499721 + 0.10873307391518032im,7.458302539388914 + 0.10834900282639495im,7.44867367743748 + 0.10796710672330417im,7.439084112821529 + 0.10758753594550587im,7.429540011617579 + 0.10720996384264751im,7.420040916649281 + 0.10683460972065177im,7.4105839229967865 + 0.1064613108335125im,7.401172048248097 + 0.10609025764065377im,7.391801220331994 + 0.10572126255482371im,7.382470896391764 + 0.105354425214352im,7.373188481776498 + 0.1049894725084667im,7.36393921220654 + 0.10462663856133304im,7.354733228251416 + 0.10426593825592935im,7.345572457557489 + 0.1039072447546881im,7.336447318107085 + 0.10355058626560708im,7.327362914844738 + 0.10319580027912281im,7.318317932231225 + 0.10284303896056617im,7.309314565666656 + 0.10249224572575874im,7.3003481534277315 + 0.10214344248422631im,7.291424289417387 + 0.10179657151778453im,7.2825331187912505 + 0.10145162377211395im,7.273684734936042 + 0.10110866768612929im,7.264875824494911 + 0.10076729202663157im,7.256099624730564 + 0.10042802511920279im,7.247361204543319 + 0.10009060245745842im,7.238662890097289 + 0.09975499747405024im,7.229998765677747 + 0.09942127092456894im,7.2213738977999515 + 0.09908931008182982im,7.2127822200567415 + 0.09875921679735687im,7.204230406805556 + 0.09843087789578318im,7.195711632671166 + 0.09810433602531898im,7.1872306258712735 + 0.09777952605147042im,7.178779587590907 + 0.09745654163072011im,7.170365092316679 + 0.09713528286152301im,7.161986986070073 + 0.09681573759746505im,7.153641480745123 + 0.0964979004497587im,7.145332260193373 + 0.09618177597887365im,7.137056346854436 + 0.09586736093744963im,7.128814495755066 + 0.09555462361694514im,7.120602579167225 + 0.09524353475265981im,7.112426457856496 + 0.09493410669720277im,7.104283214720192 + 0.09462632486570685im,7.096171820525438 + 0.09432019768118943im,7.088092879134085 + 0.09401567044152834im,7.080046905134487 + 0.0937127616195471im,7.072033922746435 + 0.09341142130401345im,7.064052275252846 + 0.09311165201608297im,7.05609925468396 + 0.09281353609984004im,7.048177779814126 + 0.09251695548660803im,7.040287835585857 + 0.09222193256091024im,7.032430924484726 + 0.09192839014965534im,7.0246025794506615 + 0.09163643238834988im,7.016805066668959 + 0.09134597205647857im,7.009037660515086 + 0.09105704153993467im,7.001302754461795 + 0.09076954556782224im,6.993591543331868 + 0.09048364358794582im,6.9859144171296945 + 0.09019915479805803im,6.9782674504734326 + 0.08991609099170321im,6.970644392281162 + 0.08963457379224003im,6.963056378052992 + 0.0893544599704154im,6.955491238822921 + 0.08907579534956855im,6.947960934966093 + 0.08879849142632547im,6.94045351492979 + 0.08852264544288575im,6.932975317769899 + 0.08824826052883374im,6.925527174650525 + 0.08797527937452364im,6.918104460200473 + 0.08770357233334851im,6.910712019298828 + 0.08743327385689269im,6.9033460274435985 + 0.08716433658116564im,6.896006341628352 + 0.0868967961692308im,6.888693967898484 + 0.08663060855927343im,6.8814056397836305 + 0.08636576253082733im
